"ORIGIN_STYLE","REPLACE_STYLE"
JS23,EF98
PLL7,EJHSG111
TA58,BM422
BM48,BM444
NLS33,LAP10
BM480,BM143
HL101,HL168
MG23,TFL8
DL116,MN146
BC95,BM261
LP49,YB6
BM360,EJSG3
CT29,GA14
BM280,INT1
HA159,CLO53
JLCPE1,ODLRPE160
TB119,KS24
SLN11,NM143
EF76,PAU4
FP49,SAL14
AID7,MN49
SWAPE84,BAMPE63
SAN5,FRLHNB22
KSBRC5,EJBRC1
MNL191,NLS18
FP13,JS84
JS32,EF111
EF189,BM81
OMR6,HP86
TH32,CED30
JS77,CN87
PG22,PPR8
JS24,LR70
LP71,MGLPE20
STS37,HL196
DVFAHNB8,BAMPE5
MNL7,MNL136
HL130,CY3
TK40,BDK23
BP25,EF94
BP25,TT95
SAS6,DL102
LKL45,KSAPE160
WDHNB12,ABNK83
NL86,TYBAPE50
TT97,YB31
NM269,MN144
NK7,BP33
BM370,BM525
HTC31,HA338
RY20,GA15
CRY8,SH220
SA46,SH68
SH163,ANR5
HA77,BM280
LAP3,SH255
KS110,DJ11
JWG40,KS160
DVFAHNB8,FRNHNB11
EJ48,RT148
ADP3,MNL20
AMU99,LKL97
MNL37,NK113
ML84,DM43
DTP7,CLO7
JE9,ABPE111
MNL172,CS50
NRAHNB3,RZ51
CLVHNB24,CLVHNB43
DVF128,YA108
NM148,DVF42
ALD24,ALD44
JDLHNB11,OS8
JS41,BM250
VNE1,MN130
PPC40,KLY3
ELHNB6,TB177
BM265,BM162
PRLNK33,SWNK12
WVG26,GRL23
EFA5,ZDV8
EJ41,EJ55
PK88,BGASG16
AMU54,BC143
SH154,TT164
CAS21,VW41
TA54,YB21
CMO6,CE2
MB9,HA183
VLV9,NM176
SBAHNB4,TYBAHNB73
DMA1,PK235
ZA6,SW168
BM433,SWANK104
CN1,SWAPE10
PK175,JE47
JS23,SH140
SW62,JE5
MNL121,MNL123
KU24,TA55
BM111,SW15
BM437,BM407
SW241,CS48
BH29,BM529
NC67,CR110
TR35,RED11
MNL96,BM422
DVF44,TT30
AMU64,FK8
NM168,TA132
MN35,AX35
TT264,BBC15
TYB22,RM42
SW330,SH279
SRHNB9,PRLPE13
CR14,SH96
EF47,NK108
MNL196,MNL240
TYBAHNB7,ZACHNB70
FRLHNB14,BDK45
DL96,MAR29
MRW18,SLR18
LR71,MNL70
NM269,CD33
SWAPE59,SWAPE171
JG54,SW162
HVF3,WVG23
KJLBRC12,KJLNK26
BM362,BM401
MN60,KF43
TA12,KF23
RT16,BC36
TT244,HTC6
BM112,BM202
RZ31,BM362
FK8,BM48
CO70,BP46
NMPE6,ADP46
VIN64,KS108
SW166,ET32
ODLRNK105,SB46
FP131,TT173
SW275,MN50
EJ95,PKB1
YB42,CR95
NL21,NL11
JG30,PK63
NLS14,HL206
PRLPE6,BAMPE8
MNL,MN50
JN4,ALD7
BM208,YK12
BM99,EF58
DVF107,LKB6
BM494,TT189
KJLPE26,MNL42
EJ22,LR76
EUG9,TMO11
SAL6,BM204
CLO60,ADE6
EJ83,SW84
SW140,JG96
BM350,MN42
BM439,EJ151
NL46,MSGM44
TT121,CR94
RAO39,JWG8
KSANK18,KSANK219
MSGM60,NTH9
JG33,EJ104
NK65,TYB16
JS29,BM212
BM307,VO14
NM143,MNL203
CY14,EQ26
BM399,BM400
FRNHNB12,KSAHNB9
HL149,PK29
TT83,OS15
BM403,MNL116
AX52,KPL8
JWG44,NM174
SH77,TT85
SW317,EJ82
DL31,DL22
MJNK22,BAMPE53
MRW5,RT142
NK43,JW29
TNT52,TNT47
EJ103,EJ60
YK27,MN122
MN18,SH206
RT118,DVF40
NM317,PK209
BC42,MNL204
CMO2,NK118
TT202,TH83
SWAPE171,KDSNK107
NK19,EJ121
KU34,ADP53
AX5,TA53
NM261,PK158
BM402,LAP15
MAR1,JE25
PR60,SAL9
PR60,HA268
JS10,SA80
LRHHNB28,AX38
NL42,MN37
RZ31,PH42
LP58,RED44
LSS3,CT18
JS29,TA13
LVF1,SW282
SW14,NL56
WVG50,SW432
MNL116,BM370
RM137,FP105
KS169,NM350
BM125,NM301
HA81,EJ150
HL152,HL147
MAR9,HVF6
TT74,IAI3
DTP22,HL203
EF88,RZ41
BM448,BP45
MB9,PK45
BM443,TB183
CS72,LAP60
DVFAHNB6,EJHBRC48
BECK5,DVF247
MNL223,HTC19
CN75,MN125
EJ91,ALD30
TR37,PK62
TT96,EMS13
DVF158,JG57
BDK1,BL50
KU26,CD8
HTC2,NK26
DMA2,CUP11
SW329,OC103
TA30,BM347
KOM24,ABR14
HP63,VE31
SH207,NK37
PR79,TNT24
RT106,OC82
HM44,RM39
SW6,JG33
BM225,RAO12
NM143,MNL17
BC46,JW6
KDSPE88,GWBPE11
SW14,DTP4
SA40,SAL3
PR84,DLF12
SWAPE34,BAMPE22
TT223,MN137
NM133,HA94
HB12,TB117
TE60,SW492
MN27,MAH6
KS43,SH124
HA7,EJ14
YB18,SH90
CN39,TYB50
ABR1,AX25
WDHNB12,BM424
HL118,HL145
TNT19,RM20
BC88,RAO24
NK60,CS64
BSH10,DRW7
JNSPE8,AVMPE17
HL170,JG27
HL170,EJ89
SH286,SW511
HA199,HA182
EJHNB16,DL55
SW396,DL38
ADP36,CN58
VD9,SW371
SW6,NM262
GA5,NM124
NM307,NM296
BC70,HA122
ODLRPE46,ODLRPE87
VD2,MST10
BM155,BM269
EUG3,CR95
TT116,SU13
NM206,TT113
SW325,EJ89
PR83,AAD5
CMO4,FP37
CV44,SH131
BBHNB5,BKHNB4
GEN1,SLN24
NM161,SH277
HA122,BM328
DVF168,HB3
HL127,HL124
SLN13,SW112
NK6,RR83
LAP12,BM407
LAP12,NM257
KSPE26,KJLPE8
SWAPE119,LFPE95
MN3,HA181
YA104,LKL58
RT84,PK100
NM167,MV10
KOM24,NC71
AX105,TT155
TYB80,TME20
KSHNB26,KSHNB24
HA174,TT74
BM280,YB31
YA111,JS107
DTP1,NM129
NM151,BM162
EJ109,YK21
BM279,EJ153
CN55,AP24
MNL39,TB126
HA81,NK8
SA64,TA58
STS50,KM5
KS54,MN122
SW152,VIN29
MNL200,EJ62
BM439,LAP39
PRLPE3,KSPE37
BM359,AMU86
ML107,BBC12
HHNK8,KDSNK13
DVF108,YB37
EVF4,VLV10
RZ12,JE21
KP27,BM481
CP3,NM124
BM291,BM218
BL16,VNE1
NLS1,FK8
TA43,MN60
SA100,DTP8
SW275,KDSPE45
YA51,BM337
PPR7,BC92
SLN17,BM270
SLN17,TA13
PK76,JG16
SAL22,NM288
JG59,CAS21
DL166,EJHSG124
BDMHNB7,BM217
ELQ30,SW315
MNL198,ADP46
FZ20,KJLNK106
BC95,NK37
BC95,TA30
SWARNG134,NTNK18
HA167,EJ37
TR37,NK2
NL66,MN119
SB33,JOA25
MNL84,MNL90
TA102,AP8
TA16,YA68
HA81,HA144
LKL33,MNL175
FP36,MN123
LET1,WVG52
SAL2,PK179
OC21,STS4
CY8,EF118
MGN5,LAP13
BL45,TT151
BM179,CP18
BM351,TBD3
SRHNB9,BAMNK47
JS111,CS65
BOUPE3,ABPE126
SBAHNB17,PK191
SRHNB7,BAMBRC51
OS18,AIHNB5
RZ84,SAL13
ML103,CL45
ADP68,BM162
BP32,EF88
NTPE21,ODLRNK161
CN47,SW71
MSGM35,EJ95
RT113,ML176
MN59,AID11
WDHNB12,MNL129
CA28,TA31
BM201,BM200
AMU12,TT74
SB73,TYB59
STS51,KM5
JOA16,TT163
ML210,SAL14
ML148,DL22
MN60,GV35
BM125,JS104
VW11,NK17
MNL191,CS45
VW39,CN67
DLM59,JOA32
AMU11,VRB3
CN1,BM311
EF34,ET7
MN25,STS53
EF196,CN78
MAR46,DLM36
CAE7,DLM39
TA113,SH204
JG54,JSN19
TYB70,SBAHNB23
GWBNK5,EJNK2
CT18,JG53
CO67,CO65
MH9,CR33
CE8,TT112
TT84,HB1
NRAHNB3,DVF125
DTP22,OC47
JG35,BL53
AX93,OS45
NMK1,YA105
MNL167,CMKBRC17
RAO40,TYB34
DTP26,DRW17
ABPE55,ABPE74
TRT3,EQ11
SWABRC96,ALSHNB8
DNJPE60,MGLPE20
NM147,NM154
BM102,MNL96
HB48,TYB42
LAP13,SRHNB21
CN100,KM3
PK239,SK2
VIVA3,NMK14
VIVA3,ML149
KJLNK83,SU32
LMC8,SH261
PRLPE37,DNAPE2
CA28,BC82
CA28,NK40
SU15,SU28
KS123,LET4
LMC2,JS45
PR59,WW2
BC100,TA75
SW170,TRT9
BM409,LAP12
PR74,KPL10
HP59,PK59
IA13,MO73
TR37,SH77
RT106,CO58
TA71,PPR7
BM206,BM264
MN12,NK36
TNT13,YA102
BM154,CN99
AHHNB20,TT211
NM200,LAP45
RT54,BC84
SW3,CV44
SLN17,LSS29
NK66,BM273
NM147,SW117
AJY10,TR67
BM273,FNP27
EJ44,EJ89
KJLPE89,ODLRPE148
PR59,TNT33
SLN3,GRYNK31
KSNK17,PRLNK3
DVF221,PK171
SH249,TT199
RM57,RZ45
MNL14,TH48
HA161,MNL30
ABNK38,ODLRNK109
DL38,DL113
CLO50,NM284
SH210,MNL137
LDT6,TH74
RZ62,MSGM54
LR64,HA154
SW144,MNL116
VIN26,SBAHNB39
DL50,MSGM73
SWANK2,LFNK18
JG54,MNL137
NM172,LSS8
ELCPE16,BAMPE38
TYBAHNB56,RBMKHNB79
BM232,BM302
BC82,MNL22
AAD10,ET31
BM168,BM307
HP89,CR112
BM263,MN129
KJLNK84,ODLRNK154
BM483,MN130
BC86,BC92
KO11,MN23
NK8,NM172
BM165,SH147
HA59,HA60
JE18,JOA27
BM102,BM486
MNL3,BM110
MW35,CLO7
LR65,CD16
AX1,KF39
TYB38,JW32
CT18,AX34
BM218,EJ111
KDSPE120,RBMKPE125
JPPE5,WDHNB6
BMOS9,CR91
MO23,BM251
FP42,UF1
NOIRNG6,ABRNG109
HL157,MNL30
VIN20,EJ163
FZ10,CST4
NC63,JG28
MN18,BM347
TH52,KPL19
CLO10,HB8
SH101,PK32
JOA43,BM525
BL41,NK4
NM268,MJPE36
VD11,KSAPE90
PPC21,NLS72
CN20,BM354
LAP51,CS72
EJ82,YA111
DM45,BM143
MN139,TME18
NRAHNB8,JE10
KP6,JE53
OC67,JW34
BM125,MNL165
BC94,BM284
BM408,MNL49
BM411,KS76
DVFAHNB5,DVFAHNB2
HB44,NM220
EQ17,EQ43
ML240,TB193
DL38,AJY2
SW56,SW91
LSS27,MNL172
KDSPE23,BM120
ANHPE17,MNL166
MNL112,MNL181
EJ111,BM428
CED28,JSN15
MAR19,SU31
BM263,BM125
MN151,PK184
TR38,CN89
SAL4,SH116
NM137,EF1
HM44,CV46
HA240,BM355
EDPE19,MGLPE15
NM222,TE39
CK31,NM129
LRHHNB11,INGHNB15
NK22,CLO30
SWAPE9,RJGPE35
HA154,HA156
SWPE16,SMDPE17
SWPE16,PRLPE1
HP60,SA45
OC35,TB131
SWAPE141,KSAHNB195
BM347,AMR28
RT123,SU13
PRLNK3,DNANK1
BM303,TA27
BDMPE28,BM311
SW315,TAD9
BEC8,BL80
ASR11,RAO51
BM128,HA138
DL33,BL20
SMDRNG28,TE55
TT78,ELCPE2
NK39,AP8
BM491,JWG19
CO56,CS45
LANNK10,MN123
SW336,DVF78
BM249,ALD39
AMU64,SRHNB37
SW317,MNL194
JS32,EF91
SLN13,LAP45
DNAPE6,MGLPE15
JE4,ML110
JPPE16,SH160
DL70,PR62
TYB29,EF118
JOA22,DTP8
KJLNK34,BAMPE22
KDSPE53,ODLRPE97
PK185,BL82
EF121,BC43
NM170,NM196
BM424,BM75
ZACHNB21,EQ64
HP89,ELCPE38
TA27,MN60
DVF64,EQ46
NM122,CN6
CN91,STS25
YK58,YK21
HB58,MQ16
MAR38,JWG17
GRXNK15,NTNK1
BM202,KSHNB8
KS53,PPC26
SWABRC109,KF23
TK35,BP40
MNL31,CR37
CP6,MNL180
RY5,RY27
PRLPE38,TT117
LKL32,BM322
TT45,EF74
DMA1,PPL16
WDHNB19,MNL
VRB3,TNT7
BM179,BM293
CRABRC23,SMDBRC2
BM200,LSS9
SW322,SW73
BHR1,BDVCB5
LKB15,DRW26
TYB38,DVF75
YA98,ABR14
OS6,VE17
MNL42,LMC1
HHHNB23,INGHNB1
EJ122,KS85
LKL95,MNL201
LKL95,DTP5
KS100,RM17
MNL63,BM273
NLS71,PK196
ABNK99,CAE12
EJ38,HL181
ZS30,HL197
SU23,CRY8
RT53,BM265
EJ72,MNL179
DLM23,BGT1
AMU45,KGI4
JG54,SH212
MN128,MN119
SH207,LAP13
NK22,GL1
BC94,RAO13
SW140,BM485
CR97,CAS70
IA25,CO7
LMC8,BM311
LMC8,BH57
SA65,JG24
CH4,AF24
BM75,BC53
MAR38,JS114
EBMPE10,MN137
BM433,HL180
MH23,NTH8
CP6,CSAHNB6
CP6,MN64
OCAHNB1,PPC39
BM498,TYB14
NPRNG1,CS56
HA121,NK26
SH90,MTS9
SB16,AMU30
LSS6,MNL114
CN64,NK7
NM261,BM239
TT82,GBA9
NK102,BM138
TA117,ABPE106
JS14,TH35
CAS92,SLR28
NM319,HL171
BM190,KU26
SJC1,SW322
ELCPE16,DNJPE21
BC87,EF111
TYBAHNB129,SAN9
MNL105,BM225
SH272,SW369
MNL105,MNL66
ML103,SA86
LP53,DL22
WDHNB22,INGHNB5
NC41,DVF32
HL127,NM183
ASR2,TME12
CD27,NM130
SH26,TT54
MO94,BC61
SW130,CR15
RED56,SW371
BM143,BM350
BM125,ML134
NM267,NM199
BM125,BM362
BL35,EJ77
MNL42,CN78
KS75,RED15
SRHNB14,HHAHNB7
JS52,LAP45
CA28,JS1
KS19,MNL75
EF76,JS31
NLS4,AX39
MNL202,STS59
SLN24,SB74
BM416,HA246
KPL23,KP34
BM412,TRT6
DL64,TB187
HA200,EJ97
VNE1,TYB10
RM78,ML176
NM266,NL60
TB115,KS29
JS14,BM270
JE9,PK144
MSGM37,CN78
RZ3,HL153
CY1,WVG13
ASR5,TNT14
ASR5,TE55
DL94,KS86
MNL121,MNL25
SAL33,DL51
MN163,BJN12
EQ45,BBC7
SAL30,KPL30
BC82,RAO3
SW163,LKL34
SWPE10,SWPE27
AL12,SH143
BDMHNB4,SRHNB25
PK91,CAR3
BM98,BM102
OC46,KS77
ZACHNB29,ZACHNB40
TB166,TB144
SW152,PK226
HA266,HA280
TH103,LSH6
FZ1,ML192
RT63,BBC26
JS24,MN50
JS24,HA165
ML245,DLM17
SW85,AVMPE17
CNRPE12,KJLPE5
ETKPE8,JPPE34
NM295,MS59
CV45,LAP1
BBC13,CUP25
DLM38,WVG32
DL112,NM299
KK18,VIN29
HA146,CN94
TR37,CY9
JWAHNB3,KSAHNB146
BDK19,PRP1
BM483,TA29
AMR11,YA108
BM462,KU42
PK147,MNL4
TYB1,RZ37
KS83,DJ5
MJPE12,LSPE44
TB127,MN30
MN19,CH7
ELCPE27,ABPE116
ADP71,BM311
KJLPE47,EDPE45
RSG1,EJPE7
KP27,EJBRC2
JS16,NLS6
ZS21,EJ47
ZS21,BM304
DJ13,PPC48
MNL121,TA75
TT53,CS31
KS48,TA73
BM403,BM426
TME12,SLN20
CR107,MN140
MN134,TE51
BM487,MN139
YB28,TB177
MNL31,PPR1
PK92,YK16
EJ15,MBG1
MN2,MN64
JS24,NM197
OS30,FZ8
ADP75,HA304
SW119,TB130
BL11,SLR30
RKHNB1,DL102
BM173,EF54
EJ104,RVN7
HA243,TW10
PPL1,JW37
MNL128,BM112
HB7,SH164
HA297,LDT16
CST2,CE9
JE49,ER17
NCMNK1,KSANK21
KSAPE92,ABPE92
TB117,NL45
MNL196,PPR13
SW144,JW47
ZDV9,CAS55
WVG18,KLY1
BM492,ASI16
SWABRC96,KJLPE110
MNL196,BM362
DVF156,ML227
SW321,IG1
ADP46,AMU108
KS74,BM435
SW463,GV10
NM266,DTP7
NL42,KO11
OC93,PTS14
LVF3,JE89
MNL,BM154
LRHHNB5,BM240
BRA4,KSAHNB168
NLS19,SAL28
MH26,MKP2
EDNK20,FRNHNB14
PK50,BM275
TT86,JG25
RM46,FZ8
WVG1,ASR19
HL151,HL164
LRHNB26,TT196
MQ18,BM422
TYB9,MH13
SW336,SH160
KS27,SH109
JS96,BM409
MAR4,SAL33
MKP2,WVG14
SBAHNB11,NLS51
ADP12,JJ2
TYB73,ML229
NM172,BC68
VIV2,MNL101
GC1,ML121
SRHNB20,EJHHNB36
BC94,CN95
PSHHNB3,DL64
DJ7,JS132
LKL36,CS45
ML148,HL200
HA192,MN120
DVF72,PR68
HBHNB3,EJBRC1
DVF170,BM497
AX9,OC29
PIA6,CV42
JS98,AP28
TT178,PK16
EJ147,HA190
BM224,BM138
JOA31,NLS44
AVMBRC7,KJLBRC86
EJ26,EJ43
JG19,YA99
CO56,YK13
EF136,MRW4
MNL118,LFNK115
TA135,CD36
WVG42,KS144
BM75,NM118
ABPE16,KSAPE46
MNL42,ACL4
NLS94,PSWL11
ML215,AMU58
PK28,MNL42
JS37,MN155
JS37,NR44
CVN47,VIN52
TE39,PPR5
CE7,CED23
AHHNB9,DJ32
NM189,BM48
MNL91,SW88
CS43,BM53
MJPE12,BAMPE19
NK60,SW127
BU13,NM163
SWANK133,BM471
SH159,MN135
HA76,BM303
TH62,ML181
ML128,BM469
CED32,AMR7
NK43,MNL83
BL58,SH271
JE14,EQ43
JG55,TNT14
AL12,PK179
BM170,SW105
CMO22,STS27
TA43,BM287
RT97,STO13
TB131,KK6
MSGM73,JE66
KJLPE16,GJPE63
LAP44,JSC14
JG60,BM409
SW311,LAP38
EJ176,JE55
BM166,BM340
EJ79,JS115
EJ121,BM280
TH33,EQ24
BM419,MNL179
MRR13,TH68
BM474,MNL215
TA15,NK23
EJ51,BM280
TT53,TT104
BM362,JS71
NM155,BM202
HL81,NK2
MH22,MSGM63
DJ15,EJ152
MNL196,JG95
RA10,MO61
YB28,MNL34
NLS6,MSGM81
HA269,PLPE11
PLL7,BL100
WVG5,CY13
DL113,JWG34
HA106,RT53
BM125,MNL116
MO88,EJ35
ALC37,KS158
ADP62,MNL82
DLM63,LP80
TB125,CT18
SWAPE113,NOIPE13
INT1,JW52
CUP25,SCS48
MNL196,SLN15
DMA1,CMO34
SW367,YK43
ODLRPE61,ODLRRNG14
BM125,TA15
BM370,TT167
FP36,NK13
BL18,CVN62
NK103,ADP61
STS46,AX55
LR59,MNL67
CS50,NK22
BAMPE10,BAMPE25
MNL54,BM165
BM191,KU6
BM299,PPR6
EF129,SW144
KF18,AMR4
ASR5,STS26
PK182,RKB2
SWPE42,TDPE1
TB133,PTS9
TT249,SDL11
PIA5,RM25
SH248,DJ16
NLS52,NLS33
PLL8,ELT41
EMAPE28,JPPE31
KS104,SAN15
DSQ8,EF107
SU19,TT239
AT23,MNL34
HB49,HB44
YK20,YB28
TA57,RAO23
LAP12,SW101
PK73,BM175
DL161,HP90
ALD37,ELT1
BAMBRC6,KSAPE10
CRY2,ANR9
KLY5,LAP67
JS22,AHHNB19
HA240,NLS21
HB52,JE70
MO72,EF68
NM154,BM481
CO22,BC95
MNL190,HL209
TB192,RMB13
SU15,DL32
SW115,MGN7
SW56,CLO36
TH90,CUP13
SWAPE12,MJPE55
SLN24,LAP38
BM154,BM370
MAC4,SW303
BM174,MJBRC33
NRAHNB14,SHIHNB12
CLVHNB24,EF74
NM73,AX54
CN94,MNL113
HA322,SW558
TR38,BM170
KSANK18,BAMNK58
YK13,AP17
PR83,NK113
MNL119,BM405
TT217,KLY1
BC146,BDK59
SH87,AX3
NLS42,PR69
SWAPE10,SWAPE138
CLO60,HL186
RBMKHNB43,RBMKHNB55
MN16,TE47
EJ34,DSQ3
RAO12,BM110
CED36,MH22
TA51,BM204
SA52,BM435
CS61,CS54
LKL104,TA62
HL169,NLS2
TT247,SW333
SW163,KJLPE26
AMU87,RZ69
TA51,ANR4
ADP57,BM226
SH105,NM171
STS29,SW298
CR107,TA42
BM311,CR21
SW118,BM325
BM348,JS96
AX9,DLM17
GRXNK15,LSPE26
KU8,SW186
JPPE3,ANR9
CST6,CAS101
NL39,ML103
HM44,VD6
DL32,SH196
ML106,TA30
VIN4,JE36
PK206,BM547
TE60,RM49
NK102,PK50
LP37,LP63
JE18,DL24
HA148,MN40
NL63,OMR9
SH204,BM459
EJ83,CVN12
EJ108,BM403
MNL202,JG82
SA95,TNT26
BM404,DNJPE44
PPR6,BM346
BM192,BM325
HA174,SH125
NM32,DVF37
EMARNG15,SMDBRC26
BC34,MGN4
ADE15,TYB61
HTC19,DM45
SB51,KPL35
ASI6,BM375
HB4,HA134
EQ66,BM520
AMU12,RT142
DM33,TT45
MN128,HL185
STS2,ASR10
MNL51,MNL16
HA159,MNL83
TR59,YA104
VLS8,BM554
LAJPE1,EJ110
NM145,VW47
KJLPE26,EBMRNG45
GWBNK21,JLACPE12
BM292,BM291
DL34,JE70
DLM40,SBAHNB9
CD14,MNL2
SH41,BGASG1
PK43,SW84
NK7,SH123
TYB4,TT73
BM249,KU26
BC76,NLS58
BM284,OS6
NM212,DL18
JLSSNK5,PK159
VLV3,LKL25
DJ13,JOA57
BM151,SA60
INT11,LAP15
DVFAHNB1,KJLNK83
MNL121,BM143
PRLPE8,KJLPE77
TA73,NM122
RED40,SW284
JG19,JG58
SW119,KS144
NM174,AX26
NLS10,DTP11
RAO16,BM318
RED40,FZ11
MJPE38,KSAPE155
KS82,LAV37
MNL128,BM439
PR20,OS6
EJ38,MN51
STS5,SH140
HA257,BM399
LAP10,MNL34
MNL199,BM280
MGN5,JG19
CN10,BM458
HA255,JS119
AMU5,RT84
MOP4,CAE35
AAD17,PPC25
MJPE5,PRLPE43
EF69,NL34
EF69,SH69
BM337,NK17
AVMBRC10,GJBRC4
BM208,CVN11
AP26,SA42
SW321,BM436
CY13,ML122
LPHNB8,PRLPE35
LPHNB8,AVMBRC1
OS11,MB10
BJN13,DVF212
BM299,BM168
BAMPE24,NM172
MG28,BBC26
JG72,NM200
BC83,HL181
MB2,NL41
LKL5,AP15
LFPE33,BAMNK47
PRLPE39,LAP13
HA183,RZ13
LAP13,CN21
NC33,NM149
SA81,PPR1
CAE28,ML186
BC76,NM210
BM454,BM309
WVG43,UF6
NM200,SA70
TB181,HL168
TB181,SW14
TB181,CS53
JS11,MNL66
TNT28,TT210
CD16,CN18
PBO2,SW467
TT79,NL46
TA55,BM125
FK1,PPC21
TFL9,ELT39
AVMBRC12,KJLBRC98
BM27,BM127
BDMNK1,BC44
DVF48,MH10
BL38,STS27
ELT21,DM43
BM286,HL207
KS118,KJLRNG21
FK9,WVG43
HA180,BM299
TA13,EF65
HTC18,BH33
BM125,BM179
VIN41,PK232
BM405,SAK3
FP16,NK37
PG28,TH24
BM211,BM210
JS15,MNL78
CR23,LAP13
DTP18,BM316
DNANK1,KSANK130
NK47,NK35
AX24,TB177
EJ34,NL30
CA28,NK39
BM439,EJ107
VD1,NLS84
EJ35,EJ96
AP30,TA51
RT76,BBC8
GV12,GV21
LSS8,HA255
TA51,CAS25
SAL28,LET4
RT62,SLR20
HBPE1,GRYPE8
BM457,PK250
FX3,HB40
CE3,DVF105
MN50,TA12
LVF13,SW137
TYB71,KLY4
BM359,ALC28
ANHPE22,CHS1
LP18,SH70
ELT19,DVF222
DLM18,BMOS8
PK58,GRL31
MNL166,MN60
CAS39,CAS23
BM162,RAO13
HTC19,JS116
TYBAPE54,BM293
CD19,NK5
CD19,BP17
RZ8,SH140
CD8,JSN2
EJ62,MN57
EJ16,EJ45
TE59,ABR6
MNL123,MNL54
BM212,BM166
MB9,RCY2
HA163,HA130
HL159,LKL59
RT62,OC38
DVF149,INT9
DVF102,TYB39
MN134,KS56
VD8,CAS47
BM437,BM426
KP23,EF112
TYB62,JS136
TA76,CUP46
YA68,BC53
NK67,VO13
EF121,JS93
JG70,ANR26
AF22,NC45
DNJPE61,LFPE78
HM54,MRW11
PR76,BM413
NM214,MST1
BC100,GRL32
MAC5,CAS19
JS31,JS22
ASR5,WVG17
SW10,EJ91
LAP46,HL206
EJ7,CS47
BDMBB2,LFBRC6
HA343,FNP31
BM143,SH133
RZ68,TB163
BC45,BM360
MNL14,BM369
SA93,HA240
PLS20,BM237
TRT4,BM207
MN3,NK37
BM170,HO2
ELT33,RM99
HA81,HL144
LSS3,MN110
DL151,DJ16
MH22,BC163
BM377,MGN5
BM444,CS64
BC73,CR31
TNT17,VRB1
BM79,CT18
MNL28,CE9
RY22,MNL40
CR19,RED22
CV34,TR55
BC80,MNL25
BM224,LMC10
ZDV19,SAS4
DVF75,BM375
SA57,SH92
MBG4,RBMKHNB75
NK24,BM165
WVG24,WVG23
JWAHNB3,MNR5
KPL1,EQ63
GRYPE19,ELCPE47
DLM45,TH129
RZ6,LP77
MOP4,SH247
BM187,BM311
BU7,BM140
LAP37,MSGM45
SW302,JW6
TB85,SH68
CE4,CE9
JS102,NM319
VD5,TH36
BC92,BM313
TNT36,RAO12
SH79,BM238
SWAPE114,AID7
KU22,CN6
SMY14,SBL20
HA252,JE4
ACL4,ML219
KPL5,EF109
DM31,BC111
RVN20,PKB2
CD37,DTP12
FP74,TYB46
FNP26,HA327
JS37,ABPE54
EJ154,NC66
LKL4,SLN19
RSG2,HB39
BDMPE34,RAO14
ETKPE24,ASTNK12
CR8,STS4
KP19,RM60
PRLPE6,MNL48
SH159,EJ109
HP54,DSQ3
SWAPE114,MJPE54
CT21,TT59
STS46,KP40
HTC32,BBC26
LKL33,HL172
LKL33,HL187
TA43,BC113
VLV12,NM122
PR61,TT75
NLS21,ODLRPE92
CN73,MNL98
EMAPE22,TYB23
PPC34,EFA4
RM12,MRW18
SW315,EJ39
BM216,BM125
BM347,GBA29
KTHNB10,GNYHNB10
BM499,TT95
ADE9,MRW16
NK55,NK22
MN34,KM2
BM168,MN54
PK157,LAP5
CY6,LP59
BM299,BM154
MNL187,NM257
ZS32,ZP6
NLS19,ZDV35
DVF149,MNL241
VIN3,LAV3
RKHNB4,LAP11
TA37,RVN1
BM263,NM165
TE74,HA333
NM137,KJLPE8
TNT21,MNL224
VIN64,ML200
OS15,STS29
RM17,HA252
MSGM14,BC56
MN29,BM279
BM264,HA145
EJHHNB13,ML114
KS52,DVF125
RT111,NRAHNB10
LRHHNB18,LRHHNB23
NM282,FP113
MN59,CN23
TRU1,JJ3
MO108,MO111
ABBRC20,SMDBRC26
MNL50,CN52
SA59,BL22
NM189,CAS70
DTP1,GWBNK18
CAS22,CAS57
EJ43,CO29
KJLNK33,ODLRNK100
HL189,AX97
ALC17,AMR17
TT201,HA282
KS124,BM493
TR54,SW354
SWAPE78,GJPE18
EJ83,VLV12
GJBRC2,MNY6
NM174,SH133
CD23,RT86
EF129,SA106
DVFAHNB6,SRHNB28
MNL42,NK35
JS74,BM351
LSPE13,KJLPE8
MNL43,EVF6
RY22,PG34
LP63,KS48
PK171,RCY1
KS19,CD13
BC47,EJ52
CS50,MN70
JOA22,YB30
HA255,MNL95
BM126,ADP53
BM157,TA73
SWAPE87,NL74
NLS2,BL52
ML108,JW2
JS134,NM261
BBHNB5,TH57
TT50,CLO62
SW323,DVF80
SCS34,SCS24
PKB1,EJ97
KP6,ELT15
YA62,PH21
MNL50,AID1
DVF84,DL78
GEN4,DVF110
DNAPE2,ABPE41
ADP72,BM313
NM143,BM342
JS77,NC34
PRLPE18,ABPE61
YA62,NM154
CED12,DL5
YB18,TT113
BDK17,SW158
TE47,SH144
JWG38,SW437
ABPE55,EDPE36
SH35,CD16
ALD19,ALD41
SU30,RMB7
BM193,CN31
TH40,CT26
AHHNB31,RBMKHNB91
BL60,JLACNK1
MRW12,PK65
TYB12,DRW6
SH101,SW90
KS93,MN41
MNL52,CN88
EF124,RM8
TA33,CN6
VD11,RM112
